2,3,25,24
9,10,13,12
1,2,5,4
17,18,20,19
20,21,2,1
29,30,18,17
29,30,25,24
18,19,14,13
24,25,12,11
29,30,7,6
21,22,1,0
30,31,6,5
27,28,13,12
6,7,21,20
11,12,21,20
2,3,8,7
6,7,0,31
31,0,27,26
30,31,26,25
1,2,14,13
26,27,9,8
12,13,16,15
17,18,13,12
19,20,6,5
10,11,1,0
18,19,8,7
28,29,14,13
2,3,15,14
8,9,27,26
25,26,12,11
26,27,18,17
12,13,18,17
20,21,24,23
1,2,10,9
31,0,2,1
23,24,11,10
21,22,2,1
26,27,19,18
0,1,26,25
30,31,12,11
21,22,5,4
8,9,16,15
27,28,10,9
9,10,18,17
2,3,11,10
16,17,6,5
30,31,29,28
0,1,28,27
15,16,24,23
6,7,2,1
30,31,27,26
20,21,14,13
12,13,9,8
18,19,0,31
19,20,8,7
11,12,8,7
6,7,18,17
27,28,15,14
28,29,16,15
25,26,11,10
22,23,7,6
6,7,16,15
11,12,17,16
10,11,23,22
3,4,19,18
30,31,2,1
16,17,25,24
20,21,15,14
3,4,28,27
7,8,22,21
20,21,10,9
23,24,17,16
14,15,10,9
18,19,2,1
27,28,30,29
11,12,25,24
8,9,20,19
11,12,7,6
5,6,23,22
19,20,11,10
14,15,23,22
5,6,2,1
9,10,7,6
22,23,10,9
25,26,22,21
19,20,28,27
30,31,5,4
31,0,13,12
23,24,12,11
9,10,6,5
28,29,17,16
22,23,4,3
18,19,4,3
17,18,2,1
15,16,8,7
14,15,11,10
22,23,12,11
11,12,29,28
3,4,1,0
25,26,30,29
20,21,4,3
3,4,13,12
17,18,15,14
26,27,1,0
1,2,27,26
0,1,29,28
18,19,22,21
27,28,20,19
26,27,2,1
23,24,8,7
9,10,15,14
13,14,12,11
31,0,29,28
28,29,24,23
8,9,11,10
15,16,2,1
0,1,11,10
11,12,28,27
12,13,3,2
8,9,1,0
9,10,12,11
5,6,8,7
1,2,22,21
29,30,2,1
21,22,24,23
12,13,19,18
4,5,17,16
17,18,10,9
3,4,22,21
24,25,15,14
7,8,4,3
15,16,13,12
23,24,3,2
14,15,0,31
18,19,30,29
28,29,9,8
7,8,29,28
5,6,30,29
16,17,30,29
1,2,30,29
21,22,8,7
22,23,8,7
2,3,22,21
10,11,30,29
18,19,13,12
28,29,8,7
2,3,10,9
23,24,26,25
3,4,12,11
5,6,21,20
19,20,15,14
15,16,0,31
29,30,3,2
2,3,31,30
20,21,12,11
29,30,28,27
17,18,6,5
9,10,1,0
7,8,10,9
3,4,10,9
16,17,11,10
4,5,21,20
6,7,27,26
22,23,27,26
19,20,9,8
30,31,1,0
10,11,26,25
24,25,0,31
29,30,0,31
11,12,1,0
27,28,6,5
28,29,21,20
20,21,17,16
29,30,13,12
11,12,9,8
10,11,9,8
29,30,6,5
31,0,8,7
11,12,30,29
10,11,3,2
8,9,12,11
7,8,14,13
30,31,25,24
10,11,8,7
13,14,4,3
8,9,28,27
9,10,23,22
15,16,7,6
8,9,29,28
23,24,15,14
25,26,20,19
26,27,5,4
21,22,28,27
17,18,23,22
8,9,6,5
8,9,23,22
11,12,19,18
21,22,14,13
22,23,31,30
29,30,21,20
25,26,13,12
25,26,0,31
19,20,27,26
29,30,17,16
15,16,9,8
15,16,22,21
10,11,5,4
21,22,25,24
8,9,21,20
22,23,18,17
28,29,27,26
30,31,21,20
10,11,15,14
31,0,10,9
0,1,7,6
14,15,13,12
3,4,20,19
2,3,7,6
9,10,27,26
5,6,16,15
14,15,17,16
31,0,20,19
2,3,13,12
19,20,5,4
5,6,24,23
14,15,26,25
3,4,23,22
29,30,15,14
3,4,26,25
5,6,10,9
1,2,17,16
9,10,0,31
29,30,10,9
9,10,20,19
5,6,22,21
10,11,21,20
23,24,2,1
21,22,13,12
11,12,15,14
6,7,26,25
26,27,11,10
27,28,11,10
21,22,18,17
8,9,31,30
3,4,2,1
17,18,16,15
22,23,11,10
26,27,25,24
11,12,24,23
28,29,5,4
22,23,1,0
18,19,24,23
4,5,28,27
18,19,3,2
0,1,27,26
10,11,19,18
12,13,20,19
13,14,2,1
14,15,6,5
1,2,4,3
25,26,1,0
11,12,4,3
3,4,6,5
27,28,5,4
9,10,29,28
15,16,6,5
31,0,19,18
27,28,8,7
25,26,2,1
26,27,14,13
23,24,22,21
9,10,14,13
30,31,7,6
20,21,9,8
19,20,16,15
23,24,10,9
24,25,14,13
11,12,26,25
11,12,3,2
19,20,14,13
24,25,31,30
2,3,30,29
28,29,6,5
25,26,15,14
27,28,7,6
21,22,17,16
29,30,20,19
4,5,23,22
20,21,26,25
15,16,14,13
28,29,4,3
25,26,28,27
18,19,26,25
25,26,6,5
19,20,25,24
5,6,0,31
25,26,16,15
7,8,1,0
23,24,18,17
13,14,27,26
23,24,31,30
7,8,12,11
12,13,21,20
5,6,13,12
13,14,18,17
8,9,3,2
12,13,1,0
13,14,23,22
31,0,4,3
8,9,14,13
28,29,25,24
5,6,18,17
13,14,31,30
23,24,21,20
21,22,20,19
5,6,25,24
23,24,14,13
1,2,25,24
27,28,1,0
11,12,2,1
31,0,26,25
25,26,4,3
26,27,31,30
2,3,16,15
23,24,5,4
9,10,26,25
27,28,19,18
6,7,4,3
21,22,30,29
1,2,23,22
28,29,20,19
2,3,20,19
15,16,1,0
4,5,18,17
16,17,31,30
22,23,5,4
10,11,13,12
29,30,8,7
20,21,6,5
30,31,22,21
27,28,17,16
27,28,16,15
31,0,9,8
23,24,13,12
0,1,12,11
14,15,5,4
24,25,28,27
20,21,5,4
0,1,25,24
10,11,22,21
14,15,7,6
12,13,5,4
10,11,20,19
11,12,6,5
29,30,9,8
7,8,21,20
10,11,29,28
13,14,25,24
12,13,23,22
11,12,14,13
2,3,12,11
17,18,28,27
27,28,24,23
9,10,5,4
16,17,19,18
13,14,9,8
24,25,4,3
3,4,30,29
10,11,16,15
30,31,13,12
12,13,2,1
20,21,28,27
8,9,13,12
26,27,15,14
5,6,19,18
15,16,11,10
26,27,8,7
26,27,22,21
5,6,3,2
22,23,29,28
18,19,28,27
24,25,5,4
11,12,5,4
17,18,3,2
1,2,19,18
13,14,24,23
12,13,4,3
17,18,25,24
16,17,13,12
6,7,17,16
22,23,19,18
14,15,8,7
9,10,22,21
10,11,14,13
21,22,9,8
4,5,27,26
11,12,31,30
4,5,10,9
14,15,24,23
15,16,23,22
12,13,6,5
26,27,10,9
18,19,25,24
19,20,13,12
17,18,30,29
16,17,1,0
3,4,18,17
24,25,11,10
25,26,14,13
20,21,19,18
1,2,28,27
30,31,19,18
8,9,19,18
5,6,1,0
11,12,20,19
28,29,22,21
15,16,10,9
31,0,11,10
13,14,17,16
17,18,27,26
25,26,21,20
5,6,17,16
10,11,2,1
22,23,30,29
7,8,23,22
30,31,23,22
5,6,28,27
22,23,28,27
9,10,19,18
17,18,14,13
16,17,21,20
6,7,14,13
6,7,13,12
31,0,22,21
5,6,27,26
9,10,28,27
22,23,25,24
1,2,26,25
16,17,14,13
18,19,7,6
31,0,14,13
3,4,29,28
6,7,12,11
24,25,13,12
28,29,7,6
4,5,25,24
16,17,23,22
2,3,9,8
27,28,9,8
19,20,26,25
16,17,29,28
23,24,4,3
25,26,23,22
0,1,16,15
9,10,4,3
30,31,18,17
19,20,3,2
5,6,15,14
3,4,27,26
26,27,3,2
1,2,20,19
14,15,31,30
29,30,23,22
24,25,3,2
22,23,16,15
18,19,10,9
30,31,16,15
20,21,31,30
29,30,4,3
17,18,24,23
25,26,29,28
7,8,17,16
14,15,20,19
30,31,14,13
9,10,25,24
15,16,5,4
27,28,23,22
24,25,1,0
4,5,2,1
19,20,18,17
4,5,1,0
18,19,6,5
19,20,30,29
14,15,2,1
28,29,2,1
20,21,1,0
21,22,16,15
10,11,6,5
20,21,23,22
15,16,30,29
23,24,1,0
9,10,31,30
15,16,26,25
2,3,27,26
3,4,11,10
13,14,8,7
29,30,26,25
17,18,29,28
18,19,12,11
13,14,0,31
6,7,31,30
22,23,15,14
16,17,7,6
22,23,21,20
0,1,9,8
24,25,29,28
6,7,29,28
4,5,15,14
4,5,3,2
7,8,16,15
24,25,21,20
4,5,11,10
18,19,1,0
23,24,29,28
2,3,5,4
14,15,18,17
31,0,25,24
8,9,24,23
15,16,31,30
1,2,15,14
18,19,27,26
31,0,23,22
21,22,27,26
17,18,21,20
3,4,24,23
2,3,24,23
23,24,19,18
11,12,27,26
27,28,12,11
28,29,26,25
13,14,6,5
30,31,3,2
16,17,27,26
31,0,30,29
27,28,22,21
21,22,31,30
26,27,7,6
31,0,12,11
26,27,13,12
16,17,12,11
21,22,15,14
5,6,4,3
11,12,0,31
15,16,29,28
31,0,28,27
4,5,8,7
20,21,3,2
24,25,20,19
9,10,17,16
15,16,18,17
1,2,24,23
25,26,17,16
8,9,30,29
17,18,7,6
23,24,27,26
13,14,28,27
8,9,25,24
22,23,26,25
21,22,26,25
13,14,29,28
0,1,15,14
14,15,4,3
4,5,16,15
30,31,4,3
7,8,2,1
3,4,17,16
20,21,27,26
4,5,9,8
19,20,12,11
4,5,19,18
5,6,29,28
14,15,27,26
7,8,3,2
2,3,23,22
9,10,24,23
7,8,20,19
31,0,17,16
0,1,10,9
27,28,25,24
9,10,16,15
15,16,19,18
14,15,21,20
24,25,7,6
12,13,27,26
21,22,10,9
26,27,6,5
14,15,29,28
22,23,17,16
17,18,11,10
29,30,22,21
1,2,18,17
25,26,8,7
1,2,12,11
13,14,11,10
16,17,3,2
22,23,9,8
20,21,18,17
6,7,30,29
10,11,17,16
3,4,0,31
6,7,5,4
29,30,24,23
7,8,13,12
0,1,18,17
3,4,14,13
14,15,19,18
20,21,29,28
11,12,23,22
16,17,4,3
31,0,21,20
20,21,16,15
0,1,22,21
4,5,13,12
10,11,25,24
14,15,28,27
20,21,13,12
24,25,17,16
29,30,5,4
0,1,24,23
15,16,20,19
7,8,25,24
18,19,31,30
26,27,17,16
0,1,13,12
15,16,12,11
12,13,25,24
5,6,31,30
0,1,4,3
